seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
bacteria--NZ_JVZH01000065.1||full	0.560	0.313	0.560	dsDNAphage	3471	0	66.700	0.000
bacteria--NZ_JVYK01000559.1||full	1.000	0.707	1.000	dsDNAphage	3437	5	88.900	0.000
bacteria--NZ_JVQJ01000118.1||full	0.913	0.000	0.913	dsDNAphage	152169	13	34.200	31.700
bacteria--NZ_JVOR01000139.1||full	0.560	0.240	0.560	dsDNAphage	3598	0	83.300	0.000
bacteria--NZ_JVNS01000391.1||full	1.000	0.740	1.000	dsDNAphage	5491	4	100.000	0.000
bacteria--NZ_JVHJ01000057.1||full	0.500	0.053	0.500	dsDNAphage	3313	0	50.000	16.700
bacteria--NZ_JUSI01000029.1||full	0.740	0.073	0.740	dsDNAphage	5373	0	40.000	0.000
bacteria--NZ_JUVJ01000289.1||full	1.000	0.087	1.000	dsDNAphage	16966	4	84.200	0.000
bacteria--NZ_JUPN01000514.1||full	0.853	0.000	0.853	dsDNAphage	16848	1	29.400	17.600
bacteria--NZ_JUKT01000080.1||full	0.993	0.653	0.993	dsDNAphage	5177	1	62.500	0.000
bacteria--NZ_JUXU01000193.1||full	1.000	0.800	1.000	dsDNAphage	5650	3	100.000	0.000
bacteria--NZ_JVML01000103.1||full	0.993	0.667	0.993	dsDNAphage	5063	3	100.000	0.000
bacteria--NZ_CQLY01000026.1||full	0.920	0.007	0.920	dsDNAphage	32093	4	38.700	19.400
bacteria--NZ_CMFK01000040.1||full	1.000	0.313	1.000	dsDNAphage	11482	1	66.700	0.000
bacteria--NZ_CEXH01000022.1||full	0.907	0.000	0.907	dsDNAphage	75023	8	23.900	40.900
bacteria--NZ_CQBK01000051.1||full	0.993	0.033	0.993	dsDNAphage	12468	10	62.500	18.800
bacteria--NZ_CKFI01000004.1||full	0.967	0.000	0.967	dsDNAphage	60907	13	62.500	10.000
bacteria--NZ_CPWH01000131.1||full	0.613	0.500	0.613	dsDNAphage	2978	0	50.000	0.000
bacteria--NZ_CMRR01000019.1||full	0.967	0.007	0.967	dsDNAphage	35235	2	38.600	10.500
bacteria--NZ_CLWS01000014.1||full	1.000	0.007	1.000	dsDNAphage	50024	10	56.200	8.200
bacteria--NZ_CMWX01000001.1||full	0.967	0.000	0.967	dsDNAphage	140255	8	39.600	18.900
bacteria--NZ_CKAO01000130.1||full	0.513	0.007	0.513	dsDNAphage	4863	0	28.600	14.300
bacteria--NZ_CLUT01000048.1||full	1.000	0.273	1.000	dsDNAphage	12512	1	61.500	0.000
bacteria--NZ_CRVJ01000060.1||full	0.693	0.853	0.853	ssDNA	2178	0	33.300	0.000
bacteria--NZ_CRPF01000029.1||full	1.000	0.340	1.000	dsDNAphage	25780	13	93.100	0.000
bacteria--NZ_CMPD01000024.1||full	0.833	0.000	0.833	dsDNAphage	20813	0	35.700	0.000
bacteria--NZ_COAD02000043.1||full	0.993	0.507	0.993	dsDNAphage	4744	1	70.000	0.000
bacteria--NZ_CPWV01000010.1||full	0.873	0.000	0.873	dsDNAphage	91192	12	36.300	27.500
bacteria--NZ_CQOH01000027.1||full	0.913	0.000	0.913	dsDNAphage	28424	4	48.000	20.000
bacteria--NZ_COCL02000087.1||full	1.000	0.540	1.000	dsDNAphage	4948	1	55.600	0.000
bacteria--NZ_CWGA01000003.1||full	0.953	0.000	0.953	dsDNAphage	92127	12	49.000	24.000
bacteria--NZ_CWBH01000012.1||full	1.000	0.013	1.000	dsDNAphage	50535	14	60.900	8.700
bacteria--NZ_CWBH01000041.1||full	1.000	0.233	1.000	dsDNAphage	20379	14	88.500	0.000
bacteria--NZ_CVYU01000060.1||full	0.980	0.013	0.980	dsDNAphage	8279	2	45.500	9.100
bacteria--NZ_CWAT01000001.1||full	0.893	0.000	0.893	dsDNAphage	104543	13	38.500	24.000
bacteria--NZ_CWFF01000044.1||full	1.000	0.240	1.000	dsDNAphage	16313	12	81.800	0.000
bacteria--NZ_CVXT01000001.1||full	0.900	0.000	0.900	dsDNAphage	102559	12	38.300	24.400
bacteria--NZ_CVZS01000061.1||full	0.867	0.507	0.867	dsDNAphage	4637	0	50.000	0.000
bacteria--NZ_CWET01000237.1||full	0.960	0.000	0.960	dsDNAphage	132376	20	48.100	30.500
bacteria--NZ_JPTH01000409.1||full	0.913	0.807	0.913	dsDNAphage	4472	0	66.700	0.000
bacteria--NZ_CROZ01000001.1||full	0.913	0.000	0.913	dsDNAphage	138789	9	38.200	24.800
bacteria--NZ_CSQY01000212.1||full	1.000	0.580	1.000	dsDNAphage	5641	4	85.700	0.000
bacteria--NZ_CSAZ01000026.1||full	0.960	0.233	0.960	dsDNAphage	8543	0	81.800	0.000
bacteria--NZ_CTAY01000040.1||full	0.827	0.027	0.827	dsDNAphage	15754	0	41.900	19.400
bacteria--NZ_CTCA01000014.1||full	0.973	0.000	0.973	dsDNAphage	111549	6	45.300	28.900
bacteria--NZ_CTBA01000045.1||full	1.000	0.013	1.000	dsDNAphage	18826	14	69.200	15.400
bacteria--NZ_CTLI01000033.1||full	0.827	0.027	0.827	dsDNAphage	15757	0	41.900	19.400
bacteria--NZ_CTMO01000038.1||full	1.000	0.280	1.000	dsDNAphage	24761	17	83.800	0.000
bacteria--NZ_CTNM01000044.1||full	1.000	0.000	1.000	dsDNAphage	5861	3	50.000	16.700
bacteria--NZ_CTQL01000131.1||full	1.000	0.013	1.000	dsDNAphage	6282	2	50.000	37.500
bacteria--NZ_CTWS01000066.1||full	0.973	0.467	0.973	dsDNAphage	6332	0	68.800	0.000
bacteria--NZ_CUIO01000015.1||full	0.513	0.020	0.513	dsDNAphage	8531	0	31.200	25.000
bacteria--NZ_CUUZ01000023.1||full	0.967	0.040	0.967	dsDNAphage	4908	3	57.100	28.600
bacteria--NZ_LHII01000025.1||full	0.960	0.000	0.960	dsDNAphage	77877	5	53.500	22.200
bacteria--NZ_LHIZ01000024.1||full	0.820	0.000	0.820	dsDNAphage	51285	7	26.500	53.100
bacteria--NZ_LHKS01000001.1||full	0.927	0.000	0.927	dsDNAphage	313116	14	34.200	31.400
bacteria--NZ_LHOO01000031.1||full	0.947	0.507	0.947	dsDNAphage	3936	0	77.800	0.000
bacteria--NZ_CWUB01000225.1||full	0.987	0.120	0.987	dsDNAphage	4550	4	80.000	20.000
bacteria--NZ_CXEF01000307.1||full	0.667	0.827	0.827	ssDNA	2410	0	66.700	0.000
bacteria--NZ_CXMV01000232.1||full	0.873	0.133	0.873	dsDNAphage	4029	0	62.500	12.500
bacteria--NZ_CWYW01000248.1||full	0.887	0.140	0.887	dsDNAphage	3753	0	62.500	12.500
bacteria--NZ_CWTF01000214.1||full	0.987	0.720	0.987	dsDNAphage	3387	2	75.000	0.000
bacteria--NZ_CXKD01000308.1||full	0.587	0.593	0.593	ssDNA	3282	0	20.000	0.000
bacteria--NZ_CWUG01000215.1||full	1.000	0.100	1.000	dsDNAphage	6097	10	90.900	9.100
bacteria--NZ_CWWS01000236.1||full	0.667	0.867	0.867	ssDNA	3519	0	50.000	0.000
bacteria--NZ_CWVO01000116.1||full	0.987	0.040	0.987	dsDNAphage	12958	7	70.000	20.000
bacteria--NZ_CXLI01000262.1||full	0.960	0.053	0.960	dsDNAphage	2984	1	66.700	33.300
bacteria--NZ_CXKP01000275.1||full	0.987	0.667	0.987	dsDNAphage	3108	1	25.000	0.000
bacteria--NZ_LHCV01000104.1||full	0.907	0.000	0.907	dsDNAphage	28989	6	31.200	37.500
bacteria--NZ_LGVT01000041.1||full	0.880	0.000	0.880	dsDNAphage	69983	14	43.300	26.900
bacteria--NZ_JHQW01000089.1||full	0.747	0.047	0.747	dsDNAphage	4470	0	40.000	20.000
bacteria--NZ_JHRR01000064.1||full	0.867	0.267	0.867	dsDNAphage	5212	0	66.700	0.000
bacteria--NZ_JHSF01000171.1||full	1.000	0.053	1.000	dsDNAphage	3978	4	83.300	16.700
bacteria--NZ_JHSK01000066.1||full	0.967	0.013	0.967	dsDNAphage	8274	5	62.500	25.000
bacteria--NZ_JHTC01000064.1||full	1.000	0.653	1.000	dsDNAphage	6844	4	100.000	0.000
bacteria--NZ_LJGH01000098.1||full	0.853	0.047	0.853	dsDNAphage	12320	0	66.700	12.500
bacteria--NZ_CYGC01000086.1||full	1.000	0.427	1.000	dsDNAphage	6083	4	83.300	0.000
bacteria--NZ_CYEW01000142.1||full	0.973	0.180	0.973	dsDNAphage	4773	1	66.700	16.700
bacteria--NZ_CYEO01000070.1||full	0.927	0.133	0.927	dsDNAphage	10156	0	78.900	0.000
bacteria--NZ_CYFX01000085.1||full	1.000	0.027	1.000	dsDNAphage	6053	2	66.700	16.700
bacteria--NZ_CYAX01000051.1||full	0.913	0.000	0.913	dsDNAphage	31221	3	44.400	18.500
bacteria--NZ_CYJN01000012.1||full	0.987	0.027	0.987	dsDNAphage	54151	19	73.300	10.700
bacteria--NZ_CYRJ01000138.1||full	0.560	0.140	0.560	dsDNAphage	3016	0	40.000	0.000
bacteria--NZ_CHBK02000024.1||full	1.000	0.820	1.000	dsDNAphage	5986	1	77.800	0.000
bacteria--NZ_LKKS01000044.1||full	0.847	0.027	0.847	dsDNAphage	7180	0	38.500	7.700
bacteria--NZ_LEAD01000155.1||full	0.947	0.000	0.947	dsDNAphage	44250	6	46.500	32.600
bacteria--NZ_BAXG01000079.1||full	0.887	0.027	0.887	dsDNAphage	4573	2	41.700	16.700
bacteria--NZ_LJEB01000078.1||full	0.940	0.000	0.940	dsDNAphage	18011	2	47.100	23.500
bacteria--NZ_LJEZ01000018.1||full	0.933	0.007	0.933	dsDNAphage	35421	7	37.800	27.000
bacteria--NZ_CGAQ01000027.1||full	1.000	0.087	1.000	dsDNAphage	31980	8	90.900	1.800
bacteria--NZ_CHMU01000002.1||full	0.940	0.000	0.940	dsDNAphage	142269	8	37.700	22.200
bacteria--NZ_CHQX01000001.1||full	0.940	0.000	0.940	dsDNAphage	135198	9	39.700	24.500
bacteria--NZ_CVHH01000014.1||full	1.000	0.360	1.000	dsDNAphage	7219	0	88.200	0.000
bacteria--NZ_CIFU01000006.1||full	0.840	0.000	0.840	dsDNAphage	172022	13	36.900	27.800
bacteria--NZ_CGGL01000113.1||full	0.967	0.967	0.967	dsDNAphage	3282	0	100.000	0.000
bacteria--NZ_CIFS01000025.1||full	0.980	0.000	0.980	dsDNAphage	23653	6	50.000	13.300
bacteria--NZ_CHMW01000022.1||full	0.900	0.000	0.900	dsDNAphage	65146	10	36.200	34.800
bacteria--NZ_CVLH01000007.1||full	0.793	0.000	0.793	dsDNAphage	217875	13	26.000	39.100
bacteria--NZ_CDHB01000216.1||full	0.987	0.993	0.993	ssDNA	3060	0	100.000	0.000
bacteria--NZ_CDQX01000200.1||full	1.000	0.087	1.000	dsDNAphage	9918	11	77.800	11.100
bacteria--NZ_CDRY01000208.1||full	0.733	0.040	0.733	dsDNAphage	11064	0	37.500	29.200
bacteria--NZ_CELP01000586.1||full	0.940	0.987	0.987	ssDNA	3075	0	66.700	0.000
bacteria--NZ_CZHI01000160.1||full	0.973	0.060	0.973	dsDNAphage	4559	4	71.400	14.300
bacteria--NZ_CZNF01000061.1||full	0.987	0.273	0.987	dsDNAphage	4279	2	75.000	0.000
bacteria--NZ_CZME01000052.1||full	1.000	0.173	1.000	dsDNAphage	7603	5	90.000	0.000
bacteria--NZ_LIGN01000023.1||full	0.873	0.000	0.873	dsDNAphage	157296	16	30.200	24.400
bacteria--NZ_JRSY01000163.1||full	0.933	0.080	0.933	dsDNAphage	4616	0	55.600	11.100
bacteria--NZ_JRTL01000101.1||full	0.793	0.160	0.793	dsDNAphage	14321	0	70.000	0.000
bacteria--NZ_JAJM01000195.1||full	0.693	0.060	0.693	dsDNAphage	4369	0	37.500	0.000
bacteria--NZ_JTFF01000001.1||full	0.840	0.000	0.840	dsDNAphage	334641	25	31.200	37.900
bacteria--NZ_LLRE01000045.1||full	0.853	0.000	0.853	dsDNAphage	157337	15	28.800	28.700
archaea--NC_014737.1||full	0.513	0.153	0.513	dsDNAphage	16762	0	21.700	0.000
archaea--NZ_ACUK01000410.1||full	0.773	0.513	0.773	dsDNAphage	3310	0	25.000	0.000
archaea--NZ_ACUK01000307.1||full	0.967	0.027	0.967	dsDNAphage	7106	1	22.200	11.200
archaea--NZ_AOMF01000196.1||full	0.747	0.393	0.747	dsDNAphage	4845	0	33.300	0.000
archaea--NZ_AOJE01000050.1||full	0.667	0.147	0.667	dsDNAphage	9291	0	9.100	0.000
archaea--NZ_APMM01000078.1||full	0.500	0.060	0.500	dsDNAphage	3856	0	66.700	16.700
archaea--NZ_JJPI01000004.1||full	0.633	0.153	0.633	dsDNAphage	3183	0	20.000	0.000
archaea--NZ_JJPV01000114.1||full	0.947	0.067	0.947	dsDNAphage	6653	1	25.000	0.000
archaea--NZ_JJQQ01000152.1||full	0.787	0.687	0.787	dsDNAphage	4969	1	50.000	0.000
archaea--NZ_BBBD01000001.1||full	0.980	0.047	0.980	dsDNAphage	49921	5	13.000	1.000
archaea--NZ_LOPV01000715.1||full	0.893	0.660	0.893	dsDNAphage	6193	0	45.500	0.000
archaea--NZ_MEIH01000181.1||full	0.393	0.960	0.960	ssDNA	5237	0	50.000	0.000
archaea--NZ_NHOW01000207.1||full	0.827	0.240	0.827	dsDNAphage	13060	0	37.500	0.000
archaea--NZ_NHOV01000061.1||full	0.953	0.587	0.953	dsDNAphage	3656	0	75.000	0.000
archaea--NZ_SGTU01000040.1||full	0.673	0.913	0.913	ssDNA	3240	0	50.000	0.000
archaea--NZ_WHYS01000004.1||full	0.927	0.000	0.927	dsDNAphage	83134	3	29.800	8.700
archaea--NZ_FJMQ01000171.1||full	0.380	0.993	0.993	ssDNA	3975	0	66.700	0.000
archaea--NZ_FZNK01000035.1||full	0.933	0.020	0.933	dsDNAphage	7760	1	25.000	0.000
plasmid--NC_008118.1||full	0.947	0.000	0.947	dsDNAphage	100795	12	50.500	16.500
plasmid--NC_014333.1||full	0.847	0.000	0.847	dsDNAphage	14115	1	8.700	4.300
plasmid--NC_015876.1||full	0.393	0.947	0.947	ssDNA	4724	0	50.000	0.000
plasmid--NC_019679.1||full	0.660	0.000	0.660	dsDNAphage	23938	1	8.700	4.300
plasmid--NC_019743.1||full	0.713	0.000	0.713	dsDNAphage	20194	0	7.100	0.000
plasmid--NZ_CP017724.1||full	0.960	0.013	0.960	dsDNAphage	106341	13	55.300	4.500
plasmid--NZ_CP009638.1||full	0.933	0.000	0.933	dsDNAphage	61860	11	43.800	16.900
plasmid--NZ_CP009346.1||full	0.973	0.147	0.973	dsDNAphage	14463	5	73.100	7.700
plasmid--NZ_CP006727.1||full	0.980	0.000	0.980	dsDNAphage	54401	3	22.500	7.500
plasmid--NZ_CP006746.1||full	0.927	0.000	0.927	dsDNAphage	137015	12	40.700	30.000
plasmid--NZ_CP014285.1||full	1.000	0.020	1.000	dsDNAphage	55368	11	48.900	6.500
plasmid--NZ_CP014848.1||full	0.707	0.180	0.707	dsDNAphage	17155	0	15.600	0.000
plasmid--NZ_CP011063.1||full	0.987	0.000	0.987	dsDNAphage	97833	8	56.800	9.900
plasmid--NZ_CP014649.1||full	0.967	0.000	0.967	dsDNAphage	133226	13	41.400	27.400
plasmid--NZ_CP015359.1||full	1.000	0.107	1.000	dsDNAphage	17172	7	56.700	0.000
plasmid--NZ_CP016417.1||full	0.767	0.727	0.767	dsDNAphage	8733	0	66.700	0.000
plasmid--NZ_CP016549.1||full	0.980	0.000	0.980	dsDNAphage	125853	14	54.800	10.400
plasmid--NZ_CP015456.1||full	0.827	0.033	0.827	dsDNAphage	13662	0	26.100	4.300
plasmid--NZ_CP018715.1||full	0.987	0.033	0.987	dsDNAphage	80710	16	77.100	6.000
plasmid--NZ_CP018733.1||full	0.807	0.000	0.807	dsDNAphage	58291	0	18.800	12.500
plasmid--NZ_CP013805.1||full	0.900	0.027	0.900	dsDNAphage	33425	7	55.600	13.300
plasmid--NZ_CP019013.1||full	0.980	0.007	0.980	dsDNAphage	109057	12	57.300	3.800
plasmid--NZ_CP016798.1||full	1.000	0.007	1.000	dsDNAphage	43183	8	40.600	2.900
plasmid--NZ_CP017573.1||full	0.740	0.000	0.740	dsDNAphage	60290	1	36.400	13.600
plasmid--NZ_CP022126.1||full	0.853	0.000	0.853	dsDNAphage	138351	2	16.500	26.700
plasmid--NZ_AP017612.1||full	0.987	0.013	0.987	dsDNAphage	108785	12	61.400	3.900
plasmid--NZ_AP018286.1||full	0.827	0.000	0.827	dsDNAphage	15860	1	15.000	10.000
plasmid--NZ_LN890657.1||full	0.993	0.007	0.993	dsDNAphage	40517	8	27.100	5.100
protist--NW_001578467.1||full	0.373	0.667	0.667	ssDNA	3002	0	33.300	0.000
protist--NW_001578474.1||full	0.500	0.273	0.500	dsDNAphage	2851	0	66.700	0.000
protist--NW_001578475.1||full	0.640	0.800	0.800	ssDNA	2989	0	25.000	0.000
protist--NW_001578477.1||full	0.347	0.773	0.773	ssDNA	3009	0	25.000	0.000
protist--NW_001578480.1||full	0.373	0.827	0.827	ssDNA	2930	0	25.000	0.000
protist--NW_001578481.1||full	0.513	0.253	0.513	dsDNAphage	2925	0	40.000	20.000
protist--NW_001578489.1||full	0.887	0.693	0.887	dsDNAphage	2784	1	25.000	0.000
protist--NW_001578495.1||full	0.267	0.620	0.620	ssDNA	2925	0	50.000	0.000
protist--NW_001578496.1||full	0.687	0.753	0.753	ssDNA	2741	0	33.300	0.000
protist--NW_001578498.1||full	0.593	0.180	0.593	dsDNAphage	3022	0	60.000	0.000
protist--NW_001578501.1||full	0.400	0.580	0.580	ssDNA	3020	0	16.700	0.000
protist--NW_001578505.1||full	0.487	0.660	0.660	ssDNA	3026	0	33.300	0.000
protist--NW_001578506.1||full	0.407	0.793	0.793	ssDNA	3027	0	20.000	0.000
protist--NW_001578509.1||full	0.147	0.760	0.760	ssDNA	2659	0	33.300	0.000
protist--NW_001578518.1||full	0.433	0.740	0.740	ssDNA	1342	0	50.000	0.000
protist--NW_001578525.1||full	0.653	0.960	0.960	ssDNA	1322	0	33.300	0.000
protist--NW_001578532.1||full	0.653	0.873	0.873	ssDNA	2905	0	20.000	0.000
protist--NW_001578537.1||full	0.447	0.687	0.687	ssDNA	3054	0	25.000	0.000
protist--NW_001578545.1||full	0.447	0.920	0.920	ssDNA	1811	0	50.000	0.000
protist--NW_001578548.1||full	0.753	0.680	0.753	dsDNAphage	2987	0	33.300	0.000
protist--NW_001578555.1||full	0.373	0.540	0.540	ssDNA	3062	0	33.300	0.000
protist--NW_001578557.1||full	0.940	0.047	0.940	dsDNAphage	3064	1	33.300	0.000
protist--NW_001578573.1||full	0.560	0.340	0.560	dsDNAphage	3082	0	66.700	0.000
protist--NW_001578574.1||full	0.700	0.813	0.813	ssDNA	2946	0	50.000	0.000
protist--NW_001578576.1||full	0.853	0.080	0.853	dsDNAphage	3085	1	33.300	0.000
protist--NW_001578578.1||full	0.367	0.800	0.800	ssDNA	3084	0	20.000	0.000
protist--NW_001578582.1||full	0.913	0.767	0.913	dsDNAphage	3090	1	16.700	0.000
protist--NW_001578586.1||full	0.880	0.807	0.880	dsDNAphage	3022	1	50.000	0.000
protist--NW_001578600.1||full	0.933	0.067	0.933	dsDNAphage	3103	1	20.000	0.000
protist--NW_001578614.1||full	0.493	0.747	0.747	ssDNA	3120	0	25.000	0.000
protist--NW_001578615.1||full	0.227	0.673	0.673	ssDNA	3119	0	33.300	0.000
protist--NW_001578617.1||full	0.407	0.547	0.547	ssDNA	3122	0	16.700	0.000
protist--NW_001578619.1||full	0.907	0.147	0.907	dsDNAphage	3127	1	33.300	0.000
protist--NW_001578621.1||full	0.373	0.533	0.533	ssDNA	2727	0	20.000	0.000
protist--NW_001578623.1||full	0.233	0.653	0.653	ssDNA	2572	0	50.000	0.000
protist--NW_001578628.1||full	0.513	0.653	0.653	ssDNA	3135	0	16.700	0.000
protist--NW_001578629.1||full	0.973	0.667	0.973	dsDNAphage	3137	1	33.300	0.000
protist--NW_001578633.1||full	0.880	0.940	0.940	ssDNA	3136	0	20.000	0.000
protist--NW_001578635.1||full	0.600	0.767	0.767	ssDNA	2895	0	16.700	0.000
protist--NW_001578641.1||full	0.360	0.967	0.967	ssDNA	1358	0	50.000	0.000
protist--NW_001578653.1||full	0.440	0.947	0.947	ssDNA	1421	0	33.300	0.000
protist--NW_001578658.1||full	0.460	0.767	0.767	ssDNA	3161	0	12.500	0.000
protist--NW_001578659.1||full	0.360	0.713	0.713	ssDNA	1881	0	50.000	0.000
protist--NW_001578664.1||full	0.307	0.600	0.600	ssDNA	3172	0	25.000	0.000
protist--NW_001578668.1||full	0.580	0.680	0.680	ssDNA	3179	0	14.300	0.000
protist--NW_001578669.1||full	0.267	0.573	0.573	ssDNA	2254	0	50.000	0.000
protist--NW_001578676.1||full	0.440	0.613	0.613	ssDNA	2862	0	20.000	0.000
protist--NW_001578678.1||full	0.940	0.593	0.940	dsDNAphage	3187	1	16.700	0.000
protist--NW_001578681.1||full	0.587	0.613	0.613	ssDNA	3188	0	14.300	0.000
protist--NW_001578682.1||full	0.580	0.347	0.580	dsDNAphage	3059	0	75.000	0.000
protist--NW_001578699.1||full	0.940	0.793	0.940	dsDNAphage	3217	1	25.000	0.000
protist--NW_001578714.1||full	0.880	0.507	0.880	dsDNAphage	3097	1	66.700	0.000
protist--NW_001578733.1||full	0.573	0.860	0.860	ssDNA	935	0	50.000	0.000
protist--NW_001578735.1||full	0.867	0.513	0.867	dsDNAphage	3225	1	25.000	0.000
protist--NW_001578744.1||full	0.973	0.653	0.973	dsDNAphage	3202	1	25.000	0.000
protist--NW_001578754.1||full	0.520	0.873	0.873	ssDNA	3220	0	100.000	0.000
protist--NW_001578759.1||full	0.260	0.873	0.873	ssDNA	1667	0	50.000	0.000
protist--NW_001578761.1||full	0.573	0.433	0.573	dsDNAphage	2983	0	14.300	0.000
protist--NW_001578763.1||full	0.540	0.753	0.753	ssDNA	3281	0	12.500	0.000
protist--NW_001578764.1||full	0.453	0.687	0.687	ssDNA	2935	0	20.000	0.000
protist--NW_001578768.1||full	0.667	0.640	0.667	dsDNAphage	3287	0	14.300	0.000
protist--NW_001578770.1||full	0.513	0.120	0.513	dsDNAphage	2380	0	25.000	0.000
protist--NW_001578778.1||full	0.907	0.807	0.907	dsDNAphage	3300	0	11.100	0.000
protist--NW_001578779.1||full	0.493	0.667	0.667	ssDNA	3194	0	14.300	0.000
protist--NW_001578785.1||full	0.640	0.907	0.907	ssDNA	2315	0	25.000	0.000
protist--NW_001578786.1||full	0.507	0.747	0.747	ssDNA	2421	0	20.000	0.000
protist--NW_001578797.1||full	0.960	0.827	0.960	dsDNAphage	3330	1	66.700	0.000
protist--NW_001578798.1||full	0.393	0.533	0.533	ssDNA	3331	0	25.000	0.000
protist--NW_001578806.1||full	0.980	0.967	0.980	dsDNAphage	1705	1	50.000	0.000
protist--NW_001578808.1||full	0.827	0.813	0.827	dsDNAphage	3337	0	33.300	0.000
protist--NW_001578817.1||full	0.480	0.607	0.607	ssDNA	3346	0	14.300	0.000
protist--NW_001578822.1||full	0.327	0.887	0.887	ssDNA	3354	0	33.300	0.000
protist--NW_001578826.1||full	0.573	0.507	0.573	dsDNAphage	3075	0	16.700	0.000
protist--NW_001578833.1||full	0.893	0.060	0.893	dsDNAphage	3364	1	33.300	0.000
protist--NW_001578835.1||full	0.380	0.520	0.520	ssDNA	3368	0	25.000	0.000
protist--NW_001578839.1||full	0.620	0.427	0.620	dsDNAphage	3019	0	14.300	0.000
protist--NW_001578860.1||full	0.647	0.173	0.647	dsDNAphage	3221	0	60.000	0.000
protist--NW_001578863.1||full	0.527	0.060	0.527	dsDNAphage	3194	0	28.600	14.300
protist--NW_001578866.1||full	0.520	0.300	0.520	dsDNAphage	3409	0	12.500	0.000
protist--NW_001578874.1||full	0.880	0.527	0.880	dsDNAphage	3429	1	66.700	0.000
protist--NW_001578876.1||full	0.887	0.047	0.887	dsDNAphage	3431	1	25.000	0.000
protist--NW_001578880.1||full	0.847	0.027	0.847	dsDNAphage	3432	1	20.000	0.000
protist--NW_001578886.1||full	0.893	0.653	0.893	dsDNAphage	3355	1	50.000	0.000
protist--NW_001578891.1||full	0.653	0.260	0.653	dsDNAphage	3382	1	50.000	0.000
protist--NW_001578898.1||full	0.347	0.680	0.680	ssDNA	3457	0	20.000	0.000
protist--NW_001579641.1||full	0.640	0.440	0.640	dsDNAphage	4947	0	20.000	0.000
protist--NW_001580327.1||full	0.947	0.133	0.947	dsDNAphage	10287	1	22.200	0.000
protist--NW_001580731.1||full	0.767	0.000	0.767	dsDNAphage	21495	2	23.500	5.900
protist--NW_001581021.1||full	0.527	0.000	0.527	dsDNAphage	34985	1	27.300	18.200
fungi--NW_008805061.1||full	0.660	0.453	0.660	dsDNAphage	4298	0	33.300	0.000
fungi--NW_006768144.1||full	0.513	0.833	0.833	ssDNA	2950	0	50.000	0.000
bacteria--NZ_KQ976356.1||0_partial	0.940	0.000	0.940	dsDNAphage	15315	2	14.300	20.000
bacteria--NZ_KB908255.1||0_partial	0.860	0.000	0.860	dsDNAphage	21504	1	24.200	15.200
bacteria--NZ_CYEZ01000001.1||0_partial	0.913	0.000	0.913	dsDNAphage	76506	7	30.200	35.400
bacteria--NZ_CYEZ01000001.1||1_partial	1.000	0.020	1.000	dsDNAphage	16016	1	69.200	7.700
plasmid--NZ_CP012864.1||0_partial	0.913	0.000	0.913	dsDNAphage	55156	3	20.600	22.200
plasmid--NZ_CP020031.1||0_partial	0.907	0.000	0.907	dsDNAphage	19476	1	25.000	13.900
virus--Moniruzzaman_MM01_SRX331950_31_dc_000000000011||0_partial	0.867	0.027	0.867	dsDNAphage	13485	1	50.000	7.100
virus--Moniruzzaman_MM09_ERX552255_7_dc_000000000011||0_partial	0.873	0.007	0.873	dsDNAphage	17021	1	25.000	8.300
bacteria--NZ_AAMY01000009.1||0_partial	0.893	0.000	0.893	dsDNAphage	43575	4	30.900	29.100
bacteria--NZ_DS480323.1||0_partial	0.853	0.007	0.853	dsDNAphage	12524	1	34.600	19.200
bacteria--NZ_GG657759.1||0_partial	0.920	0.000	0.920	dsDNAphage	26104	4	24.300	13.500
bacteria--NZ_EQ973086.1||0_partial	0.953	0.007	0.953	dsDNAphage	46967	4	34.000	12.800
bacteria--NZ_AAES01000024.1||0_partial	0.907	0.007	0.907	dsDNAphage	74789	12	35.000	29.100
bacteria--NZ_KQ257329.1||0_partial	0.947	0.000	0.947	dsDNAphage	20313	1	20.500	38.500
bacteria--NZ_ABHR01000030.1||0_partial	0.913	0.000	0.913	dsDNAphage	36839	1	45.200	33.900
bacteria--NZ_ACKH01000025.1||0_partial	0.993	0.107	0.993	dsDNAphage	10420	1	76.500	11.800
bacteria--NZ_ACSN01000001.1||0_partial	0.907	0.000	0.907	dsDNAphage	75826	19	40.200	29.900
bacteria--NZ_GL635726.1||0_partial	0.900	0.000	0.900	dsDNAphage	255760	6	25.300	18.200
bacteria--NZ_GL635726.1||1_partial	0.900	0.000	0.900	dsDNAphage	97824	13	25.500	30.700
bacteria--NZ_GL635726.1||2_partial	0.913	0.000	0.913	dsDNAphage	42810	9	36.900	33.800
bacteria--NZ_GL635726.1||3_partial	0.887	0.000	0.887	dsDNAphage	12826	1	25.000	25.000
bacteria--NC_016629.1||0_partial	0.900	0.007	0.900	dsDNAphage	101269	12	30.500	28.000
bacteria--NC_016629.1||1_partial	0.927	0.027	0.927	dsDNAphage	70954	10	29.900	22.700
bacteria--NZ_AEZZ02000055.1||0_partial	0.920	0.000	0.920	dsDNAphage	103776	13	30.100	31.700
bacteria--NZ_AFWO01000037.1||0_partial	0.833	0.000	0.833	dsDNAphage	23170	5	16.100	29.000
